ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-31476N|refseq:NP_659542|uniprotkb:Q64127	DIP-369N|refseq:NP_035770|uniprotkb:P02340	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:19556538|pubmed:DIP-16594S|pubmed:19556538|pubmed:DIP-16594S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196172E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-32064N|uniprotkb:Q8BX10	DIP-38055N|uniprotkb:O35099	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:19590015|pubmed:DIP-16598S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196175E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60767N|uniprotkb:Q3UUV5	DIP-41350N|refseq:NP_035945|uniprotkb:O35601	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:19617540|pubmed:DIP-16599S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196177E	dip-quality-status:core	dip:0004(small scale)		-
DIP-43930N|refseq:NP_079563|uniprotkb:Q6ZWS8	DIP-60772N|refseq:NP_001074594|uniprotkb:Q0VGT2	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19955409|pubmed:DIP-16604S|pubmed:19955409|pubmed:DIP-16604S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196195E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-32538N|uniprotkb:P10071	DIP-43930N|refseq:NP_079563|uniprotkb:Q6ZWS8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19955409|pubmed:DIP-16604S|pubmed:19955409|pubmed:DIP-16604S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196196E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-29742N|uniprotkb:P62991	DIP-32562N|refseq:NP_065592|uniprotkb:O88513	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18650381|pubmed:DIP-16605S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196201E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60779N|refseq:NP_113726|uniprotkb:P07725	DIP-6189N|refseq:NP_001001892|uniprotkb:P01901	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:18787130|pubmed:DIP-16609S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196220E	dip-quality-status:core	dip:0004(small scale)		-
DIP-6189N|refseq:NP_001001892|uniprotkb:P01901	DIP-59889N|refseq:NP_035225|uniprotkb:P97484	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:18787130|pubmed:DIP-16609S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196221E	dip-quality-status:core	dip:0004(small scale)		-
DIP-49510N|uniprotkb:Q9QX47	DIP-29401N|refseq:NP_783552|uniprotkb:Q06455	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0018(two hybrid)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18952841|pubmed:DIP-16610S|pubmed:18952841|pubmed:DIP-16610S|pubmed:18952841|pubmed:DIP-16610S|pubmed:18952841|pubmed:DIP-16610S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196222E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60780N|refseq:NP_570929|uniprotkb:P58660	DIP-49444N|uniprotkb:Q8BWG8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18952848|pubmed:DIP-16611S|pubmed:18952848|pubmed:DIP-16611S|pubmed:18952848|pubmed:DIP-16611S|pubmed:18952848|pubmed:DIP-16611S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196225E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-36064N|refseq:NP_663404|uniprotkb:Q91YI4	DIP-60780N|refseq:NP_570929|uniprotkb:P58660	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18952848|pubmed:DIP-16611S|pubmed:18952848|pubmed:DIP-16611S|pubmed:18952848|pubmed:DIP-16611S|pubmed:18952848|pubmed:DIP-16611S|pubmed:18952848|pubmed:DIP-16611S|pubmed:18952848|pubmed:DIP-16611S|pubmed:18952848|pubmed:DIP-16611S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196226E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60790N|uniprotkb:Q60393	DIP-31322N|refseq:NP_033332|uniprotkb:P46096	 -	-	-	-	MI:0096(pull down)	-	pubmed:17185412|pubmed:DIP-16625S	taxid:1491(Clostridium botulinum)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196251E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60790N|uniprotkb:Q60393	DIP-32645N|uniprotkb:P46097	 -	-	-	-	MI:0096(pull down)	-	pubmed:17185412|pubmed:DIP-16625S	taxid:1491(Clostridium botulinum)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196252E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31322N|refseq:NP_033332|uniprotkb:P46096	DIP-42782N|uniprotkb:P10844	 -	-	-	-	MI:0096(pull down)	-	pubmed:17185412|pubmed:DIP-16625S	taxid:10090(Mus musculus)	taxid:1491(Clostridium botulinum)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196253E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36882N|uniprotkb:Q62908	DIP-59249N|uniprotkb:Q3TKT4	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)	-	pubmed:17185421|pubmed:DIP-16627S|pubmed:17185421|pubmed:DIP-16627S|pubmed:17185421|pubmed:DIP-16627S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196256E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60791N|refseq:NP_653331|uniprotkb:P46152	DIP-59249N|uniprotkb:Q3TKT4	 -	-	-	-	MI:0096(pull down)	-	pubmed:17185421|pubmed:DIP-16627S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196257E	dip-quality-status:core	dip:0004(small scale)		-
DIP-171N|uniprotkb:P31266	DIP-48886N|refseq:NP_080167|uniprotkb:Q6P9Z1	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17210915|pubmed:DIP-16635S|pubmed:17210915|pubmed:DIP-16635S|pubmed:17210915|pubmed:DIP-16635S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-196268E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-48886N|refseq:NP_080167|uniprotkb:Q6P9Z1	DIP-48887N|refseq:NP_035667|uniprotkb:P70326	 -	-	-	-	MI:0096(pull down)	-	pubmed:17210915|pubmed:DIP-16635S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196269E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59249N|uniprotkb:Q3TKT4	DIP-214N|uniprotkb:Q01705	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17210915|pubmed:DIP-16635S|pubmed:17210915|pubmed:DIP-16635S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196270E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-48886N|refseq:NP_080167|uniprotkb:Q6P9Z1	DIP-214N|uniprotkb:Q01705	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17210915|pubmed:DIP-16635S|pubmed:17210915|pubmed:DIP-16635S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196273E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-17015N|uniprotkb:O43516	DIP-36426N|refseq:NP_033541|uniprotkb:P70315	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17213309|pubmed:DIP-16636S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196274E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60800N|refseq:NP_647462|uniprotkb:Q91ZR5	DIP-60801N|refseq:NP_694715|uniprotkb:A2ARP9	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17227845|pubmed:DIP-16641S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196279E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60802N|uniprotkb:Q80W99	DIP-60800N|refseq:NP_647462|uniprotkb:Q91ZR5	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17227845|pubmed:DIP-16641S|pubmed:17227845|pubmed:DIP-16641S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196280E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60803N|uniprotkb:Q8BVN3	DIP-60800N|refseq:NP_647462|uniprotkb:Q91ZR5	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17227845|pubmed:DIP-16641S|pubmed:17227845|pubmed:DIP-16641S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196281E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-40660N|refseq:NP_598850|uniprotkb:Q80U72	DIP-60721N|refseq:NP_758483|uniprotkb:Q8CIP4	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:24362629|pubmed:DIP-16546S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196391E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60721N|refseq:NP_758483|uniprotkb:Q8CIP4	DIP-60722N|uniprotkb:Q9WTK7	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:24362629|pubmed:DIP-16546S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196392E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60721N|refseq:NP_758483|uniprotkb:Q8CIP4	DIP-60723N|refseq:NP_032269|uniprotkb:P26928	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:24362629|pubmed:DIP-16546S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196393E	dip-quality-status:core	dip:0004(small scale)		-
DIP-47647N|uniprotkb:Q8BYR2	DIP-60721N|refseq:NP_758483|uniprotkb:Q8CIP4	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:24362629|pubmed:DIP-16546S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196394E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60733N|refseq:NP_958762|uniprotkb:Q80VJ8	DIP-60728N|uniprotkb:Q8C0V1	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413433|pubmed:DIP-16548S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196395E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60728N|uniprotkb:Q8C0V1	DIP-60729N|refseq:NP_001263329|uniprotkb:A2AU37	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413433|pubmed:DIP-16548S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196396E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60728N|uniprotkb:Q8C0V1	DIP-60730N|refseq:NP_064386|uniprotkb:Q8C5S7	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413433|pubmed:DIP-16548S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196397E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60728N|uniprotkb:Q8C0V1	DIP-57028N|uniprotkb:Q9CW03	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413433|pubmed:DIP-16548S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196398E	dip-quality-status:core	dip:0004(small scale)		-
DIP-40944N|refseq:NP_542150|uniprotkb:P62944	DIP-29208N|refseq:NP_034241|uniprotkb:P52800	 -	-	-	-	MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196355E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29208N|refseq:NP_034241|uniprotkb:P52800	DIP-29761N|refseq:NP_446289|uniprotkb:P84092	 -	-	-	-	MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0915(physical association)	MI:0465(dip)	DIP-196356E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60714N|refseq:NP_032055|uniprotkb:P35917	DIP-215N|uniprotkb:P35918	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196357E	dip-quality-status:core	dip:0004(small scale)		-
DIP-215N|uniprotkb:P35918	DIP-31947N|refseq:NP_001003908|uniprotkb:Q68FD5	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196358E	dip-quality-status:core	dip:0004(small scale)		-
DIP-41727N|uniprotkb:Q99NH2	DIP-29208N|refseq:NP_034241|uniprotkb:P52800	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S|pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196359E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-41727N|uniprotkb:Q99NH2	DIP-215N|uniprotkb:P35918	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S|pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196360E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-215N|uniprotkb:P35918	DIP-39422N|uniprotkb:P98078	 -	-	-	-	MI:0096(pull down)	-	pubmed:23354168|pubmed:DIP-16527S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196361E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32590N|refseq:NP_035644|uniprotkb:O54864	DIP-38518N|refseq:NP_035196|uniprotkb:O54943	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196375E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-32590N|refseq:NP_035644|uniprotkb:O54864	DIP-28136N|uniprotkb:P23198	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196376E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-38518N|refseq:NP_035196|uniprotkb:O54943	DIP-28136N|uniprotkb:P23198	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196377E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-38518N|refseq:NP_035196|uniprotkb:O54943	DIP-32586N|uniprotkb:Q9EQQ0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413057|pubmed:DIP-16536S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196378E	dip-quality-status:core	dip:0004(small scale)		-
DIP-38518N|refseq:NP_035196|uniprotkb:O54943	DIP-31477N|uniprotkb:Q62318	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413057|pubmed:DIP-16536S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196379E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31499N|refseq:NP_032254|uniprotkb:O09106	DIP-38518N|refseq:NP_035196|uniprotkb:O54943	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196380E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-32586N|uniprotkb:Q9EQQ0	DIP-28136N|uniprotkb:P23198	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413057|pubmed:DIP-16536S|pubmed:24413057|pubmed:DIP-16536S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196381E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-28136N|uniprotkb:P23198	DIP-38515N|refseq:NP_031797|uniprotkb:P97784	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24413057|pubmed:DIP-16536S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196382E	dip-quality-status:core	dip:0004(small scale)		-
DIP-29354N|refseq:NP_034001|uniprotkb:P61809	DIP-24261N|uniprotkb:P62988	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:24561619|pubmed:DIP-16551S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-196069E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60742N|refseq:NP_071542|uniprotkb:O08721	DIP-60741N|refseq:NP_067295|uniprotkb:Q9JI33	 -	-	-	-	MI:0096(pull down)	-	pubmed:19193855|pubmed:DIP-16562S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-196096E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60703N|uniprotkb:Q921D4	DIP-60702N|refseq:NP_080318|uniprotkb:Q9DB91	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23748610|pubmed:DIP-16518S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196328E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60820N|uniprotkb:O70361	DIP-38515N|refseq:NP_031797|uniprotkb:P97784	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:24737000|pubmed:DIP-16662S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196491E	dip-quality-status:core	dip:0004(small scale)		-
DIP-369N|refseq:NP_035770|uniprotkb:P02340	DIP-31595N|uniprotkb:P70399	 -	-	-	-	MI:0676(tandem affinity purification)	-	pubmed:19556538|pubmed:DIP-16594S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196415E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60780N|refseq:NP_570929|uniprotkb:P58660	DIP-42214N|uniprotkb:P61793	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18952848|pubmed:DIP-16611S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196435E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59249N|uniprotkb:Q3TKT4	DIP-171N|uniprotkb:P31266	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17210915|pubmed:DIP-16635S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196436E	dip-quality-status:core	dip:0004(small scale)		-
DIP-11N|refseq:NP_032199|uniprotkb:P06537	DIP-60818N|refseq:NP_001028474|uniprotkb:Q3TQ03	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:24736997|pubmed:DIP-16661S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-196475E	dip-quality-status:core	dip:0004(small scale)		-
